0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-1.9063,-1.9063,-1.9063,-1.9063,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-1.9063,-1.9063,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625
-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625
-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
-0.90625,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-1.9063,-1.9063,-1.9063,-1.9063,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063,-1.9063
-1.9063,-1.9063,-1.9063,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625
-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,-0.90625,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
